Review text,Ratings,label
Nice helpful for my delay practice 👍👍👍👍 MORE,5,1
Good for it MORE,4,1
Good Enough. MORE,4,1
Very good product and the seller cooperation is wonderful 😊. MORE,5,1
"Doesn't stays slow after 1 day of a game. Writes slow, doesn't stand a chance MORE",3,0
"Bad product, bottom side quality is too bad,fake product , didn't expect from Yonex and Flipkart MORE",1,0
Original and good quality... MORE,5,1
Nice Product MORE,5,1
Yonex std quality always MORE,4,1
Very good nice quality 👍☺️👍☺️👍👍☺️☺️ MORE,5,1
Outstanding shuttle osmm experience while playing MORE,5,1
Worst product. All shuttle break from cork. MORE,1,0
"This is even better than 2000. It's Cork is stronger and hence more durable. But in 2000, shuttle is better but it detaches itself easily from Cork and less durable. MORE",5,1
In time keep it up MORE,5,1
Thanks Lot for Quick delivery. Nice experience. MORE,5,1
Really nice MORE,5,1
Out of 6 box one of the box is not good Its base is coming out in one game only just 15 mins game.It has happens for 4 shuttle of the se box. MORE,2,0
Awesome MORE,3,0
"Quality and rates are very good, what else is required after that MORE",5,1
Awesome products.....but only problem is price MORE,5,1
Good product but it's price was so high... MORE,5,1
Fine MORE,4,1
This time quality is best 🔥🔥 MORE,5,1
Perfect MORE,4,1
Product Is Vey Much Bad ....And the price Dosn't Match With The quality ..very Bad product MORE,1,0
Good product but i was using mavis 350 so there is no compare but the shuttle is very weak.playing arround 30 mins the upper material got damaged MORE,3,0
Quality was not good.... MORE,1,0
Super hit MORE,5,1
I got the bad quality one 😢 MORE,3,0
good product MORE,4,1
Nyc MORE,1,0
4 to 6 games only it will be new shuttle.. after that shuttle swinging irregularly MORE,3,0
Worst quality... Shuttles are shaking while playing... Bad quality. MORE,1,0
"Best in market, but durability is less. MORE",3,0
Worst on recent times.We played new Ball today.Two balls bottom tape were gone within 2 hours.I attach with image.The last two delivery was only worst.We are intermediate players and playing doubles.A single ball can stand atleast two day but last two delivery whole 6 balls were damaged within 3 days. MORE,1,0
Quality of product is very good but speed is very high. MORE,4,1
"All the shuttle bottom got broken, waste of money.. MORE",1,0
good product value of money MORE,5,1
Not as good as per it's price MORE,1,0
Good and long lasting MORE,5,1
Worst product.it lasts only two days (each cork) MORE,1,0
Not bad MORE,1,0
Got few defective but then got replaced. Now these are very good to play. MORE,5,1
Poor quality not bying MORE,2,0
Best 👍👍👍👍 MORE,5,1
Nice shuttle for beginners to intermediate players. Very very good for practice. MORE,5,1
Product not good... MORE,1,0
The quality was bad and it didn't lasted for even a month. MORE,1,0
Quality is very poor... MORE,2,0
Much costlier in winter season. MORE,3,0
Amazing shuttles MORE,5,1
Awesome but price is very High MORE,5,1
Too costly.Hardly lasts for a day. MORE,5,1
Very BadShuttle broke after 1 game MORE,2,0
Good shuttlecock MORE,5,1
You did wonderful job MORE,5,1
Very good product MORE,4,1
Good 👍👍👍 MORE,5,1
"Don't buy this , it was a worst purchase ever. Can't play more than one game with this shuttle MORE",1,0
👍🏸🏸 shuttlecock with nice and long durability .its value for money🤑🤑🏸🏸🏸 MORE,5,1
Best shuttles for indoor games MORE,5,1
quality poor MORE,1,0
Very good product without any confusion MORE,5,1
It's the s good quality MORE,5,1
Quality of the product was too bad MORE,1,0
Bad quality MORE,5,1
Wonderful product 👍👍 MORE,4,1
Nice product. fast delivery MORE,4,1
Very bad quality shuttle Torn the mesh only within 3games MORE,1,0
It was original MORE,5,1
Genuine product performed as expected MORE,5,1
full mosti MORE,5,1
Received the original product and it’s awesome. MORE,5,1
Base of shuttle is very low quality. MORE,2,0
Bad colour MORE,2,0
Not expected that yonex sales such default shuttles MORE,1,0
Orginal item good MORE,4,1
Very good product One shuttle you have to play minimum ten gsmes MORE,5,1
Best MORE,4,1
"Really bad experience,,  some of them is very poor quality..  Don't go for it MORE",2,0
Super shuttle MORE,5,1
It's awesome MORE,4,1
Best shuttle MORE,5,1
Very bad quality and very high price not acceptable this range . MORE,3,0
Very good product. MORE,4,1
All shuttles were too bad. They are breaking easily after 3-4 games MORE,1,0
Quality of this  product purchased online is poor as compared to offline stores.👎🏼 MORE,2,0
Cork is slow MORE,3,0
Not Durable MORE,3,0
Long lasts than other nylon shuttle MORE,5,1
Good 👍 MORE,4,1
Genuine product and no used ones luckily MORE,5,1
Good job MORE,5,1
Thanks for delivery in time MORE,5,1
Great stuff♥️ MORE,5,1
Nice tq MORE,5,1
Long lasting MORE,5,1
Good product but his price is very high... MORE,5,1
An original yonex shuttle. Decent price as compared to the market. Durability is not that much. It would hardly last 6-7 matches at max. But the flight path is very predictable and is a very good option and more durable in comparison to the feather shuttle. MORE,4,1
Mind blowing MORE,5,1
Didn't last long. Normaly one shuttle is good for 3 day but this one work for 1 day only. And every time shuttle got destroyed it always got broke from from part only. MORE,3,0
Very good. MORE,5,1
Good one I like it MORE,5,1
Got original product MORE,5,1
Little slow than normal shuttle. MORE,3,0
Well brand MORE,5,1
This is my fourth order ...🥲🥲🥲 recieved 10 rupees shuttles MORE,5,1
All got broken so soon. MORE,2,0
Good quality 👍 MORE,5,1
Good quality. Delivered on time . MORE,4,1
Unlike my earlier purchases this is not even lasting for  2 days . MORE,2,0
Low quality... don't buy online😖 MORE,1,0
Looks genuine with great quality MORE,5,1
Quality is very poor.. MORE,2,0
No good MORE,2,0
Good Product but Delivery is too late... MORE,3,0
This is the original product. Buy with no hesitation MORE,5,1
Very nice and good quality service.....thanks flipkart and team. MORE,5,1
Super ❤️ MORE,4,1
Too good MORE,5,1
Bad product..... Waste of money😡Don't buy this product MORE,1,0
Very nice product.. Delivered in only 1 day.. Super super super 👍👍👍 MORE,5,1
Its good but slow move MORE,4,1
Good boy MORE,5,1
Original product.  Liked it MORE,5,1
Durability is very poor in compare with before... MORE,3,0
This easy to play MORE,5,1
Good product. Original Yonex. MORE,5,1
As usual it's a good one. Its Yonex MORE,4,1
nice shuttle for reasonable price. the flight doesnt alter much even after 6 or 7 games. far better than those purchased from local stores MORE,5,1
Best shuttle for practice MORE,5,1
Marvellous product. MORE,5,1
Awesome product 👍🏻 MORE,5,1
poor Quality MORE,1,0
Product quantity to bad MORE,2,0
not good MORE,1,0
Not that good ququality MORE,1,0
genuine product thank you flipkart MORE,4,1
I'm an intermediate player. The shuttle easily lasts for 10-15 games without any problem. Can be used for casual outdoor games. MORE,5,1
Best! MORE,5,1
GREAT SELLER REPLACEMENT DELIVERY IN 2 days MORE,5,1
"Instead of Mavis 350,I got Mavis 2000i.That product is also duplicate. I am quite frustrated. Please don't buy this product. MORE",1,0
Average MORE,1,0
Amazing price MORE,5,1
"The product and pacaging is very good 👌, thank you flipkart MORE",5,1
"Must buy , value for money MORE",5,1
Valuable MORE,5,1
Iam order this cockes are quality is not good and speed is slow bad product MORE,1,0
Not good and bottom of corck damage early when we ply not sticky we believe Yonex but this was not  good product MORE,3,0
Very good good MORE,5,1
Very good quality MORE,5,1
Product is good. MORE,4,1
Nice packing  good quality MORE,5,1
Best badminton shuttle nothing is better than this product Just a little expensive but is the best ! MORE,5,1
The price of this product is high MORE,3,0
Speed of the shuttle is not not as per standard Yonex Mavis 350? MORE,2,0
Good you such definetely go for it 👍👍🤞 MORE,5,1
Good MORE,1,0
Good ProductAwesome Delivery Nice Durability Highly Recommended 🥰🥰 MORE,5,1
Some shuttles are worst. MORE,3,0
God MORE,5,1
excellent MORE,5,1
This is perfect MORE,5,1
"I don't think it is Mavis 350, quality is bad MORE",2,0
Worst Quality..... MORE,1,0
ok ok MORE,5,1
Good one... Little more quality required MORE,5,1
Perfect to play MORE,5,1
Tq ok MORE,5,1
Genuine product. MORE,5,1
Excellent balance MORE,5,1
Gud to play MORE,5,1
Value for money 💵 buy it again ☺️ MORE,4,1
Very..good product.. i really... impressed MORE,5,1
Superb corck MORE,5,1
We play 2 hours daily and none of this lasted a whole day. Poor quality . MORE,1,0
We use always this.super. MORE,5,1
Nice 🙂 MORE,3,0
Not so bad and not so good.Average product . MORE,3,0
nice MORE,4,1
Gods product MORE,5,1
Quality of the product is very good and it's quite genuine product MORE,5,1
Very good...Durable... MORE,5,1
There is no one better than yonex Mavis MORE,5,1
I m using mavis 350 since 5 years.. I would have given 5 stars but -1 star for condition of barrel received. However shuttles are in good condition as it is nylon.Delivery was good received the item within three days. MORE,4,1
Bad packings shuttle complicated MORE,4,1
Original made in japan MORE,5,1
This is best for beginners and professional MORE,5,1
Nice Product. MORE,5,1
Massive MORE,5,1
Go for it without any second thoughts MORE,5,1
This is not original Yonex Mavis 350. It is a useless cork with the look and branding of Yonex Mavis 350. It won’t last for more than 2 games MORE,1,0
No need mention anything it's always the best MORE,5,1
Super Quality mind blowing MORE,5,1
Good shuttles MORE,5,1
All the shuttle are so nice MORE,5,1
Awesome must buy MORE,5,1
G9od MORE,5,1
Good quality ☺️ MORE,5,1
The best product MORE,5,1
"This is my 2nd purchase for same product Good shuttle as compared to othersI don't know but the mavis350 I bought from Flipkart is very very sturdy, nylon skirt gets ripped but cork doesn't get loose or came out of single shuttle and it's good for me We use those ripped shuttle for warm up👍 MORE",5,1
"High durability, long lasting, MORE",4,1
Long life and good quality MORE,4,1
Good quality. Genuine product. MORE,5,1
Supar MORE,3,0
Supper MORE,5,1
Nic one MORE,5,1
Product is good and worth of every penny. MORE,5,1
For a player it's good MORE,5,1
Super qulitt MORE,5,1
Good has company brand MORE,4,1
Shuttle is very good perfect for badminton players MORE,5,1
Nice item MORE,5,1
Good for playing shuttle MORE,5,1
Superb for outdoor. Nice Quality MORE,4,1
Value for money💯💯 MORE,5,1
Very nice shuttle and speed MORE,5,1
Good and durability is also good MORE,5,1
"Good, MORE",5,1
Excellent shuttle for outdoor use. And can last for 2-3 days MORE,5,1
It is so good MORE,4,1
Original . Awesome. Love to Flipkart MORE,5,1
"Very good , but expensive . Try it. MORE",5,1
First time damage product and next time give the good product. MORE,3,0
Great product😇 MORE,5,1
Awesome 👌 MORE,5,1
Worth for money good one MORE,4,1
VEERY GOOD PRDUCT MORE,5,1
Perfect for indoor games.. MORE,5,1
Very Good Quality Provided By Flipkart! MORE,5,1
Good product... MORE,5,1
Shuttlecock quality is much more better MORE,5,1
The shuttles are MORE,2,0
Perfect for intermediate level of playing MORE,5,1
Good product for yonex and good service for Flipkart MORE,5,1
It's good I really appreciate MORE,5,1
Excellent shuttle..... MORE,5,1
Nice one MORE,4,1
Worthy MORE,5,1
I am happy MORE,5,1
Kollam super MORE,5,1
Genuine product...thanks flipkart MORE,5,1
This time not good so MORE,1,0
Not worth for even single star. MORE,1,0
Fine one MORE,4,1
Very poor Quality MORE,1,0
Quality was not good after playing one or two games the bottom came off the shuttle. MORE,1,0
Good & original product MORE,5,1
Excellent. MORE,5,1
Bad product 🥴 MORE,1,0
No one is like Yonex MORE,5,1
Good build quality MORE,4,1
"Not the original one which is made by Yonex company..look is completely same with the original product. it's very difficult to differentiate with original product.but when you play with this,you can feel the difference with original one.not lasting like original.good for beginners.. MORE",3,0
Gd product MORE,5,1
Supeb MORE,4,1
Very good 😊😊😊😊😊 MORE,5,1
Very cheap quality... Didn't least fir one game MORE,3,0
This product is a very bad and totally changed. MORE,2,0
super MORE,5,1
Nice product u can go for it.. Packing was good overall genuine product worth for money. MORE,4,1
Old product MORE,3,0
Worth of cost MORE,5,1
Best in mid range for daily use MORE,5,1
Very nice product. MORE,4,1
Nice product. MORE,4,1
See getting mavis 350 in market is quite confused one with originality and it's transportation charge exceeds than our budget but flipkart made us so comfortable by providing highly original product with good packing and timy delivery. MORE,5,1
Better quality MORE,5,1
Good quality shuttles. Delivery is also fast MORE,5,1
Original shuttle ❤️🔥 MORE,5,1
Poor responsed from Flipkart MORE,4,1
Fantastic…. MORE,5,1
Very very disappoinment Flipkart...I ordered 2set of mavis 350 shuttle but 12 shuttles are very very poor quality... 1shuttle only for 2 gameVer very disappoinment MORE,1,0
Nuber one qualitty MORE,5,1
Value for money MORE,4,1
Original product love it.. MORE,5,1
Good to see that what is described by Brand and seller are spot on..Ideal for beginners to Amateur players. MORE,5,1
"Super,strong MORE",5,1
"Price is too much,But can't compare with other MORE",4,1
Gd MORE,5,1
Superb quality . Thanks alot to deliver guy MORE,5,1
Ok ok MORE,4,1
Genuine and Original product by seller. Mavis 350 is slow and suited for Indian atmospheric conditions as per personal opinion. MORE,5,1
Very good service. Fast delivery MORE,5,1
The product was good and good for smashes but not good for drop. MORE,4,1
Great product. Highly recommended for practice. MORE,5,1
Price is higher than it's quality MORE,3,0
Good to play MORE,4,1
Genuine best quality MORE,5,1
Good items MORE,3,0
Overall product is good except durability... It lasts only 3-4 days of heavy match...In this price range it's durability should be increased according to my opinion... MORE,4,1
I am playing badminton from 2 years and I never use other shuttle than this and this shuttle is fabulous v MORE,5,1
"The Shuttles are genuine, you can easily go for it. MORE",4,1
Best hai MORE,5,1
Fantastic 👌👌👌 MORE,5,1
Cheapest and original MORE,5,1
Two pieces got damaged in single match#totally waste of money # MORE,1,0
Very Good and long lasting. The flight of the shuttlecock I'd good MORE,4,1
Poor quality MORE,1,0
Nice Flower MORE,5,1
GOOD MORE,5,1
Quick delivery and genuine product MORE,5,1
Ball was not quite good. So don’t buy from them . I have bought more than 3 boxes . All three were not good MORE,2,0
Wast MORE,2,0
Loved it MORE,5,1
Enjoyed playing with it. MORE,5,1
Yonex mavis 350 nylon shuttle best Quality 😍😍 MORE,5,1
"Best product at this price , one cork last for upto 20 to 25 matches if u play prpoerly. MORE",4,1
Superb nice products MORE,5,1
Nice MAVIS350 MORE,5,1
Good quality and long life. Hard to get a simalar shuttle MORE,5,1
"Quickly gone ,had to use new shuttle everyday (roughfly 6,7 games) MORE",3,0
The best in the market. Durable+ good path. MORE,5,1
Very nice and long lasting shuttle. Recommended. MORE,5,1
Classy game feel the strung sound wile hitting those corkzzz that's really awesome MORE,5,1
"The Settle Mavis 350 given by you was very good and we got it more quickly according to it, thank you very much. MORE",4,1
Genuine product and fk delivery super fast MORE,5,1
Thank you❤❤❤❤❤ MORE,3,0
Thank you so much sir. For solving my problem MORE,5,1
"Last two time delivered cork original quality but this time very low quality , i am very disappointed MORE",1,0
Nice 👍👍 MORE,4,1
Normal MORE,5,1
Need 10 tubes more MORE,5,1
Recieved very bad quality product. Usually each shuttle last for some days but the entire box lasted for less than a week 😂. It's better to buy from shops. MORE,1,0
So far good. Will update review after a month MORE,4,1
must buy. MORE,5,1
Nice shuttle for long run games… good for out door as well MORE,5,1
The best shuttle.Using this shuttle for the past 2 years. So I recommend it. After trying many shuttle found out that is is the best one. Long lasting. durable. MORE,5,1
"Excellent flight, perfect for daily practice MORE",5,1
It is good product MORE,5,1
Good shuttle and fast delivery by Flipkart. MORE,4,1
"Shuttle was of poor quality, getting damaged to soon..I doubt it's duplicate MORE",3,0
Superb shuttle....❤️ MORE,5,1
everything is fine with this shuttlecock except its durability MORE,4,1
Wow...fantastic....thanks flipkart. MORE,5,1
Vvvv good MORE,5,1
Super quality.. MORE,5,1
Didn't expected this quality of product . The quality of each shuttle is similar to a 5rupees shuttle. Even didn't refunded the money. Wastage of money. MORE,1,0
"Quality and durability is very low(not even 5 matches it withstood) when compared for this, i guess they have provided old stock for me!! Here there is a problem which is new stock and whch are old stock MORE",2,0
Item as described.. MORE,5,1
Not good MORE,3,0
Satisfied. MORE,5,1
Good 👍🏻 MORE,4,1
It's ok MORE,3,0
Best shuttle go for it 🤗 MORE,5,1
Awesome purchase..👍👍👍👍💥💥💥 MORE,5,1
Nice product totally slow MORE,5,1
"Few shuttles are way faster within few knocks, but overall seems better. Not sure if authenticity of the shuttles. Price could have been little lesser MORE",4,1
Fantastick MORE,4,1
"Got real item in 2 chance , after replacement. MORE",3,0
Price too high MORE,1,0
Corck need be better it has lot of small holes MORE,3,0
Good quality MORE,3,0
Wery good product MORE,5,1
Super Item... MORE,5,1
Good product quality 👍 MORE,5,1
It's Durable. One Shuttle lasts for more than 2 weeks. Since I'm at Intermediate. It's lasts long than usual. MORE,5,1
Very good and durable shuttle! MORE,5,1
Super good qulity MORE,5,1
Absolutely amazing product... Great for beginners One shuttle almost last for 2 days MORE,5,1
Nice products MORE,5,1
superb product from flipkart MORE,4,1
WaoooooVery NiceReally I like it's 👌👌👍 MORE,5,1
Okay MORE,3,0
Nice as expected MORE,5,1
Terrible experience the shuttle have not even lasted for 6 straight games MORE,2,0
Worth for money. Buy it from online only because outside it may be costly . MORE,5,1
Worst quality i have ever buy  .....it Dancing while flying....Very disappointed MORE,2,0
Nice product MORE,3,0
The price is terribly high MORE,3,0
Superb very nice oneValue for money MORE,4,1
Nothing to say about it...bt we have  doubts is it original yonex bcz coke life is short MORE,4,1
Nice this product MORE,5,1
GOOD MORE,4,1
Nice shuttle for advance players... Thanks Flipkart MORE,5,1
Low quality. MORE,1,0
very nice and expected product MORE,5,1
Geniuen product to buy Thanks to Flipkart and Yonex MORE,5,1
Thanku flipkart👍👍👍👍 MORE,4,1
Go for it😏😏 MORE,5,1
Trustworthy seller. MORE,5,1
Good  quality MORE,5,1
Thank you flipkart. MORE,3,0
"The product was as aspected , it was great MORE",5,1
Mavis 350 beat options all shuttle level players MORE,5,1
Good product.... MORE,5,1
"Awesome,must buy MORE",5,1
Excellent MORE,1,0
Good product at discounted price I got it at 850 MORE,5,1
Simply awesome MORE,5,1
Good Product. MORE,5,1
Nice product 🤩🤩but price is too high😞 MORE,5,1
Very nice. MORE,5,1
amazing coc MORE,5,1
Nice work MORE,5,1
"Good Product, Same as bought from shops MORE",5,1
Nice product and delivered ontime. MORE,3,0
"On time , good delivery MORE",4,1
Price so high MORE,4,1
Por quality MORE,1,0
"Good quality shuttle , , good for begineer and intermediate players.... one shuttle will last more than 3 days no matter how extreme you play with net or without net in local style.. MORE",4,1
Useless Shuttle cant play one single game with one shuttle. I recommend all of you not to waste your money in this westeless shuttle. Never buy this. Price is high and Quality is very low. MORE,1,0
Copy product MORE,1,0
Brand is good but i do not know how this packet not good Worse quality has given MORE,2,0
Price too high MORE,3,0
Not Good 😭😭 MORE,1,0
Super 👍👍 MORE,4,1
Good Product MORE,5,1
Original quality MORE,4,1
It's  awesome MORE,5,1
This product is very good MORE,5,1
Best for bigineers MORE,5,1
Very nice 👍👍 MORE,5,1
Longlasting unlike other shuttle MORE,5,1
Shuttle broken within one day worst product MORE,1,0
Mavis 350 is the best shuttle I've ever played with MORE,5,1
Fabulous product ever MORE,5,1
Very nice product 👍👍 MORE,5,1
Nice product💯💯👍👍 MORE,5,1
Not good quality MORE,1,0
"Kudos on the delivery, quick and well packaged. Product is great. MORE",5,1
Good product. MORE,5,1
Perfect for Play MORE,4,1
Excellent shuttles as always MORE,5,1
Very nice original and genuine products supplied by flipkart MORE,5,1
A good and orginal product. Thanks FlipKart. MORE,5,1
Quality is nice but not that great. MORE,4,1
Satisfactory only... MORE,4,1
Nice shuttle our team played well by using this and the negative point is in outdoors some what the shuttle lose stability MORE,4,1
Good and fast delivery super MORE,5,1
Good ARN link retailers product is goog MORE,5,1
Worth for money MORE,5,1
Best shuttles MORE,5,1
"Perfect shuttles for Indoor. Lasts long, good in quality. MORE",5,1
Nice shuttles MORE,5,1
Original good quality MORE,5,1
superB MORE,5,1
Delighted MORE,5,1
Very fast delivery...And very good quality of shuttles.... MORE,5,1
"Nice product, good quality but price is little high MORE",4,1
Shuttle was ok MORE,2,0
"Disappointed , only one shuttle was proper rest all are swinging.. MORE",1,0
Ok MORE,2,0
Good quality shuttes👍👍 MORE,5,1
Same original MORE,5,1
Best quality product thanks for Flipkart MORE,5,1
Original MORE,4,1
Lasting in our smash 😄😄💪💪 MORE,5,1
very poor product MORE,2,0
Very high price compare to other products.  Better to buy similar product on li-ning for lower price MORE,4,1
Awesome 👍👍👍👍👍😎 MORE,5,1
it's fast devery  thanks to flipkart MORE,5,1
Supper MORE,4,1
"Quality is very good , price is too high .. Excellent quality and reliable too MORE",4,1
Wow MORE,5,1
Nice and real shuttle of yonex MORE,5,1
rely tq flpcart MORE,5,1
Got original and cheaper than in local market MORE,5,1
Super quality product MORE,5,1
Its Ok good product MORE,5,1
Sooper MORE,5,1
Amazing offer for genuine products MORE,5,1
Better than all other brands in this segment. MORE,5,1
Very good quality thanks flipkart MORE,5,1
super product I love it MORE,4,1
Good items MORE,5,1
Excellent...ma MORE,5,1
Fastest ever delivery ever recieved.. ordered yesterday and received today. Thanks to Flipkart.. genuine product.. MORE,5,1
This shuttle give nice control. MORE,5,1
Nice.... MORE,5,1
"Actually this previous shuttles good,but this time bottom is damaged fast. MORE",5,1
Very good🔥 MORE,5,1
Good product and reasonable price MORE,5,1
Cork is very bad quality MORE,3,0
Was an excellent purchase.. does its job perfectly.. the only problem we felt was the flying speed was little less compared with  Mavis 350 shuttle we purchased from out side.. il MORE,4,1
It's looking second quality MORE,2,0
Good quality satisfied for what I paid MORE,5,1
Using this product Racquet broken fast MORE,3,0
reached on time good MORE,4,1
Worth for money nice product MORE,5,1
product is lower quality for compare to previous lock down  product MORE,3,0
Awesome product....best quality...🤩🤩🤩 MORE,5,1
Delivered very fast and the product was very high quality MORE,5,1
Good one recieved MORE,5,1
Good product but now price is high MORE,5,1
Worth of price MORE,5,1
Nice product. MORE,5,1
Super super nice MORE,4,1
"The product is a bit costly. But, it's not a regular shuttle. Being new to this sport, I didn't have a clear idea whether it'll last longer or not. I had to experiment and as of now I can assure you that it's the best quality you can get at this price point. Go for it. The whole box will last you more than a month if you are a regular player. MORE",5,1
Nice and very durable MORE,5,1
Original product.I love it. MORE,5,1
Just ok MORE,3,0
good MORE,3,0
Some shttles are not good quality. Doesn't look authentic as local markets shuttles are much better and durable. MORE,3,0
Original product if you are intermediate then it is good for you MORE,5,1
Super it's good for playing MORE,5,1
"Excellent,original quality,fast delivery even in this situation,tq fkmlipcart MORE",5,1
Worth............ MORE,5,1
Nice durable MORE,5,1
Very gud shuttle 👍🏻 MORE,5,1
"In such pandemic time this product yonex MAVIS 350 is not easy to find in sports stores , and they demand more than 200+ for single piece so please buy this product i got it for 900 price and quality are good go for it MORE",5,1
Great product 👌 MORE,4,1
Thanks flipcart MORE,5,1
good qualty MORE,4,1
just awesome MORE,5,1
Original product from yonex MORE,5,1
Nice quality brilliant good condition MORE,5,1
Good delivery service and product also awesome MORE,4,1
best! MORE,5,1
Only 4 shuttles are good.. two are waste of money.. MORE,3,0
"Yah, not bad.... better for shuttle players who r in beginners not for extraordinary players... MORE",3,0
Checked code with Yonex sunrise India...found the product to be genuine.... Quick & decent delivery service MORE,5,1
Nice shuttles..... Mavis 350 are very good shuttles. But Little costly.... But no problem . Can be better than mavis 10......worthy. MORE,5,1
The product is good and price worthy. MORE,4,1
Good professional product MORE,5,1
Super shuttle.. MORE,5,1
Good quality like purchased in sports center MORE,5,1
Jst Awesome MORE,5,1
Super and durable for our shots MORE,5,1
Soon broken MORE,5,1
Get in time. MORE,1,0
fast delivery during corona pandemic is something unbelievable. MORE,5,1
The product is too good MORE,5,1
Very good👍👍 MORE,4,1
Good and original Yonex shuttle.. MORE,5,1
Nice product and fast delivery MORE,5,1
Nic MORE,4,1
Best nylon shuttle for outdoor and indoor.. MORE,5,1
Normal items not for Quality MORE,3,0
Perfect 3day usage of each one.Worth purchase 👌👍😊 MORE,5,1
Very nice and durable MORE,4,1
Very worth it product and value for money MORE,5,1
The quality is too good MORE,5,1
It's perfectly pure on quality MORE,5,1
Go for it MORE,5,1
Nice pack... Go for it... Value for money...  Thnks flipkart.. MORE,5,1
Fast delivery best quality MORE,1,0
thank you flipkart for a quality product and standard delivery... MORE,5,1
Quality doesn't missed anywhere MORE,5,1
thisbis very good product but price is to much price will be 800 MORE,5,1
classic chumma chiseled MORE,5,1
Quality good MORE,5,1
Product was too bad and quality not good as expected.. Earlier we bought same product and used each shuttle for a week.. This product not sure why it got damaged with in a day.. please check and do the needful ASAP MORE,1,0
"Quality of product is not good, cork broken only within one hours. MORE",3,0
"No shuttlecocks can compete this one, in terms of flight, durability, exactness, well balanced! MORE",5,1
Firstly  Yonex is best company  for badminton and this shuttle is better than Yonex 250 MORE,5,1
"Very good product,thank you flipkart MORE",5,1
Unbeatable MORE,4,1
Timed delivery. Satisfying MORE,4,1
This is very nice MORE,5,1
"If Price would be around 850, then it's better MORE",4,1
Not nice MORE,3,0
Ok fine MORE,5,1
Not so good in terms of durability MORE,3,0
Nice shuttles. Played 9 games so far without baby damage to the shuttles. It will last another 8-9 games MORE,5,1
I am well satisfied.I am very greatful to flipkart.Hope that in future order also you will deliver me the right goods.Thanku MORE,5,1
Its original product. You are not going to waste your money. Feel free to buy 😄. MORE,5,1
Best in see MORE,5,1
2 shuttles missing MORE,1,0
Quality - excellent MORE,5,1
Nyc product MORE,5,1
"Nothing much to tellAlways best product for badminton , MORE",1,0
Products are good quality MORE,5,1
The quality of the shuttle wasn't upto the mark and also it started deteriorating after 3-4 matches only MORE,3,0
Awesome! MORE,5,1
ORG MORE,4,1
I was so happy 😁😁.It is very good product in Yonex Mavis 350 nylon shuttle. MORE,5,1
Cool MORE,5,1
Satisfied.... MORE,5,1
Good shuttle for defensive play Better for intermediate playersBeginner is mavis 10 best MORE,5,1
Although genuine product but durability is very less MORE,4,1
nice product and durable MORE,5,1
Nice product but delivery is very delay MORE,5,1
Genuine product 👍 MORE,5,1
It is a waste product and I suggest the people to not bay from Flipkart MORE,1,0
Used products MORE,1,0
Durability is not good as expected. It usually last for 4-5days MORE,3,0
Good and best product MORE,5,1
Worst experience with this purchase MORE,1,0
Long lasting MORE,4,1
Super... MORE,5,1
Very nice product.... MORE,5,1
Good product But price is on higher side MORE,5,1
Good one... On problem for  20 to 30 days.. MORE,5,1
Best durability little slow but similar flight as feather shuttle tournament grade. MORE,5,1
As usual . Awesome and best among all the shuttles brands. MORE,5,1
SUPPERB MORE,5,1
Awsm MORE,5,1
Great Quality MORE,4,1
Nice productSafe delivery MORE,5,1
This quality good MORE,3,0
"Original product I got, happy with delivery MORE",5,1
So good 👍 service also nice 👌 MORE,5,1
Generally it's base broke in some of the shuttle MORE,3,0
Original shuttle. Great experience MORE,5,1
Some of the items not good quality MORE,3,0
Nice 👍 MORE,4,1
Very fine MORE,5,1
Original product.. very good quality MORE,5,1
The shuttle are good.... If u play normally it can last for more than week.... But since I mostly smash and have usually serious play.... So lasting for 3-4 days........... Would say go for it MORE,3,0
Nice service and very fast delivery and appropriate item not like other on line stores MORE,5,1
Inside the shuttle was of local brand and was abysmal in quality. MORE,1,0
Must buy MORE,5,1
Thanks🙏 nice👍 MORE,5,1
Best shuttlecock for playing indoor as well as you can use for outdoor gaming. MORE,4,1
Got the genuine yonex product MORE,5,1
Good quality as expected. MORE,5,1
Nice product advance delivery MORE,5,1
Super shuttle......very strong and slow MORE,5,1
Loved MORE,5,1
Grt . ButPrice is increasing day by day . MORE,5,1
"Excellent product, worth for money MORE",5,1
Go for it. Very good quality. MORE,5,1
Good quality 👌 MORE,5,1
Good.... Bt the price was somewhat more than that of market price MORE,5,1
very good 😍😍 MORE,5,1
Super product.. Plastic seal broken MORE,5,1
Good quality product but price has been increased a little bit MORE,5,1
Great quality MORE,5,1
Yonex 350 coack is very good for badminton MORE,5,1
Mavis 350  good product MORE,5,1
A lil bit costly but Durable MORE,4,1
2 shuttles are damaged otherwise it's okay... MORE,3,0
Power MORE,1,0
Best for shuttle MORE,5,1
Avarage MORE,5,1
Best product.. MORE,5,1
superbbbbb MORE,5,1
Soo bad MORE,2,0
Original and awesome MORE,5,1
Very best..best quality... MORE,5,1
good quality MORE,4,1
It is very good quality but the rate is little higher. MORE,5,1
Not durable MORE,3,0
Too much cost MORE,5,1
Good product best quality MORE,5,1
Always best. MORE,5,1
Good quality shuttles for indoor play. Go for it. MORE,5,1
It's good must buy it ..... MORE,5,1
product is very nice MORE,5,1
Shuttles box was crushed.. very bad MORE,1,0
Good product  love it. MORE,5,1
